url,review_score,facility,checkIn_time,checkOut_time
https://www.booking.com/hotel/in/luxury-farmhouse-in-chhatarpur-with-pool.en-gb.html?label=in-new-delhi-e8W1ee8F8u0VtKbPZDZV*wS553191848784%3Apl%3Ata%3Ap11020%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-186693036%3Alp9215535%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&aid=306395&ucfs=1&arphpl=1&checkin=2025-07-01&checkout=2025-07-07&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=1&hapos=1&sr_order=popularity&srpvid=782a2acf217c003a&srepoch=1749623633&all_sr_blocks=1340499201_406456274_6_2_0&highlighted_blocks=1340499201_406456274_6_2_0&matching_block_id=1340499201_406456274_6_2_0&sr_pri_blocks=1340499201_406456274_6_2_0__19110000&from=searchresults,{},"[""Swimming Pool"", ""Free WiFi"", ""Free parking"", ""Air conditioning"", ""Breakfast""]",,
https://www.booking.com/hotel/in/fabhotel-new-delhi-railway-station-2.en-gb.html?label=in-new-delhi-e8W1ee8F8u0VtKbPZDZV*wS553191848784%3Apl%3Ata%3Ap11020%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-186693036%3Alp9215535%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&aid=306395&ucfs=1&arphpl=1&checkin=2025-07-01&checkout=2025-07-07&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=2&hapos=2&sr_order=popularity&srpvid=782a2acf217c003a&srepoch=1749623633&all_sr_blocks=151130701_372590289_2_2_0_370025&highlighted_blocks=151130701_372590289_2_2_0_370025&matching_block_id=151130701_372590289_2_2_0_370025&sr_pri_blocks=151130701_372590289_2_2_0_370025_891000&nad_id=41f88869-9a8a-4941-a24e-ce4b66222c64_3&nad_cpc=0.5&nad_track=eyJhdWN0aW9uRXBvY2giOjE3NDk2MjE5MjAwNTAsInJhbmsiOjEsImtvZGRpVHJhY2tpbmdJbmZvIjoiZ0lKdXlqejlzUWQ0RkNhMWg0R0xyeTlFSjFucjkwWVpSRnVHakVjcE1CdVozazFlRlBTaXVZeE1TVW5TRWpHZXcvMlc2T0htL3NQdGRnQy9ZQmxWUEhjTytaZEF6cWl2MkRpb2VWUE4wSk0wZlNuZndmMk1oVk1RZEw2UjFrUEQ2U1V6cDJLbFF6SGcxZ2h3d0hjS0hIUTk0ZUJEZW9vbjZNVzV4VjFxYmN4SzVtMWsvTXcvcHVLNFhVYVNnVTdTKzRTN21qRzZNVTBmM0hnZFREYzI1bktDSjZ1MThLZjZiOWQ0elFuUXdTR3VNMlRxeFVvNTFML2lSNlhwRm5CbXVUZzhDR01Xc1hENE02WXA1ZUFadEUvR3h0OFNHQVlWRkZ6WWhVVDgvR2ZOek9hanpUUkx5V2wyMWt6bnpRVmlOWjQ0dHd0WUtaVFVrOURGckVFMlZnU2V0YkgyRksybDV3OEx1QTZyWHc5RE52STRGNUlTanpZSHVsZkExUFgzeDYyd3FqaWxwazZyeTFwSzY0UjJLWUU1cHpFZGl3cU1xQkd2VStDL2NIOG5IV0dHZVhHazR4R3JjTEdUK3JjVU9xVkNEbE5FUnRqcytjT0ZuOWF4QjN1S25vcXRQMHlxR2pTdzBoYnRCS3VCWDdXOERhd01XWnBjalgxQklYRVgvZ0NNRGNpVUhxVTJWOHNQZ0c1K25IT0pvNXFHOWxJTUF0UzNOblplaEZ0bmFaeHg1RXVEck5JN1JVVC9zUTRsTGYycEd0N0hsY1RaZFBrNTlwRHBMd0xmQ0d2M21HcUZzSGNHaEFQRGYzbnZGb1BPaTBpQ3llcFRUSkRDZ1MwZFJiR1Jlb0tLcG90bXVrOHR1L3hkalExVy9peVlpNEduM1FOd3VrRVdtaDM5QnRRWW1KcGVtbWEyMlh5TVlYSkpJMUdHaXQzY0paWWFwNm5FeWJ4MUU2eEFHclMzQUZWY01WbEJ4eStGelF6Qzd2WGlpYnZaVW5JTUNtcTBNeFRZcFNnL1VOT096RWtzZjRHeFpkUVFhOVpqSFJNMWF2Z2h4NUlNMzdEdFpDcmt6TTh4TWF2VDRrdXdJbWE0elJzSlNLSTkzQTQ2cGJZZkVlNFN1cXpiRzEvWU14aktiMnBiVE1LY3BLZDZSbFBGb0RRZ0lWcFM3OUtrYmhUWkZjN2twTGtmbjhDT1ViMmF2SWtITWxVWUFKdjQ2NnF6ak9tVGFxclByUHRTRjRPWVh1eW9lcmprWUE0ZWlrMTVLNm1DVGFGVmVDOVdBTEVSNk5yUEJkcTNjMGxnRmp5Q3lBYVBabXllODEvbkhPVDlhelBSbDA4V2RVNzBmRk51UGJRQ3RCZldrbTdwdkhIT3VuSTB5c2g4S0JlT09ZaFpIc3JqZmoySko2eW9uK2M5TEsrdmE2TFRvcCtybjN6dHg1YTlzT0c3ZHowbURxcjZNLzE0TFZ1N1RkakpwK3lhYUdOcHNBL3NvUktzUytlQ0hzLzh6QjdRUDM3UitxTXo4cFErZVBuUGZmckszTHNXK2lRY0xjbnVrbkQ5YWUxd2R6dWtkMTVoVFZSbVBIRkw4dm5xTmt2VjFrTXAzT1BTN1k2K2VlUmREQmdZcXE2SmxCS2gydHEyVEZ5WTJDeWRBVGplNHhuNS82TWl4WWQrR3FuREozMWlkUGkrd0hTandrbGk2UTUxeWdUUmNHNnpBT080RjhCdzlrb0hjNVp0L1IySEh2ZmFlbVdLbDJwYTN0OStKckVDRkg5SUhhaWc0d1RyMU0wRDFITC9OTVVKUzZDenh6eVNrc3pQU3lCcWhZN3YrVEM5TW9PTTBNbnlYNTFSTVpoVmRoc0Z6ZU91Z0RzK3U4ZDFWS0hLWHJ4amlrTDkrQmtjVlRmb2NsSVRvMzBtdG0xeFNyQllCSUI1a0hDOUwxQm40LzBRd3V4eWswNnRtaUd2WXZUVlU1YURXcGZXdXBYNFM1VTVZNENTZy9sWVU1eER5Y3UzK0pMU1pQcy92K0t4MmpDR1NCNnVvTkFRUlZrbVg2b3B2OEhZUlZwN2N5TFFFYlZoQnZsZHFobjJNUjZYZHFjNXdBb3AydFdGYys0bm10TVJmNnQ5WktkdU9rdW94QWRNcFFtQW5LS29RZmFqaFcxdVZZbVVYNVdQMlNRT1lyL0dGS1d3ZmRZREdwazBkb3lXY1VpbjhqZDJDZThnSVdKd0tRam1QdmRDZkE2dnRFdGhrS2NHelRPWThLeGlmMUllWUp5b0tOcEtMbVo5Nkt5N3l1b1hUQ2RWa2JsRmRwUjh0TXV4MXJkREltWmRKNHdxSE94Yk9GeU4zdUpKSm0zcXBjTWlLd2drQmk1a2R1UnB5T0t2eXBiemkyTGJhMXRjYW1NcmNQbDIzVDNyclJWTEZ4QndxU3V4VTBSS2ZScUlaRStNdlNqR1p0Z1NidWwxQU9qVWVTemZySmpFWGQxT0N0d28wcDEvRXRlRGhJV1laYU9kVklDNHhhNjJ3TkNMNklneUVPZ3ZqdFBPYXlHeUcvQlZsSlRmYUFwSGdyVHZyVXlKNVhWeHZLbE5HeGxoNWVqeEptbmRxUnZJVjhwZDNlWGV3ZEVkSjRhVmxiRE94R1pZc0dqMVBqYTdYcHp0RFk0OTJPejMxNjV6bmpVY3JoemVjbGRHS2lhR3pMK0M1eXdaMkR2WGhZQ0Z3cnpXK0J1Q1RZWGEvckpwWk1JbGNkaGxZUHRyb1B1SjNPTWFOVE5nT050bGJNWHdPMXV5ZE9PQUdyQ3pzRVExa20wenJQRVhaaldmUlFRem9zRktkUGphT2o3bFZPa2x1QWdUYTVEcE5ic1BReTJITU1uRWdCbFplOElwQ04rSWg2d1BLMW04elJUQVpLaVIyRWhRbWNSZlc2YUVyTkx3dXpLb2JITXc0Rys0eWhaOFhhWWorT050MThodkNQbi9JNHlBTEZBTFFlemlsTlRFNDBtOERid2RNa1VpVTh1NzJWNEk2cDRta1VCcVJHOTBtb3hJM2RCTDc1ejN2a0Z5d3VsWm9PNElvZ0JWR0xzbVpVUVRwR0NNTWVTYjVzaHAvQWw4YzdET1UvVXVNdFR5aDVLZXFoMUdFWGJZZUw5NldHeXk3OENTUUVObnNyWkFkMWJpU2pOanNoUUd5eVlrU0NkeGxuREZtanZtN3RGbG9CUUttOUxWbU9vTVVsSTU1OWI4eE5JKzFxNWJKWGZMWEJveGU3TVgvRjhzSWVrTTVBWXE0Mm1EMXltVnFwYTdVTDlpcFZwaHFLcVN1K0IzUDlhaXNCKzgyckFOUlUwNGxaNzR1Ui9tM0RJc2U1MGdpYUtvR1diOTFMaGNWYk5yZjh4dXZVM3dVd3l3ZmpzZjZCejRsT3hDMTBtcWp6ZDZBMytBOE9HcjBNUU9RUVBoT2gzUmw1ZWlFOEVqTGtYNVp0YVJaYVBsbUlPMUUrZ3kifQ%3D%3D&from=searchresults,"{""Staff"": ""8.8"", ""Facilities"": ""7.8"", ""Cleanliness"": ""7.8"", ""Comfort"": ""7.9"", ""Value_for_money"": ""8.3"", ""Location"": ""8.3"", ""Free_WiFi"": ""8.2""}","[""Free WiFi"", ""Airport shuttle"", ""Family rooms"", ""Room service"", ""24-hour front desk"", ""Terrace"", ""Laundry"", ""Daily housekeeping"", ""Air conditioning"", ""Exceptional breakfast""]",12:00,
https://www.booking.com/hotel/in/bluo-4bhk-safdarjung-enclave-balcony-lift.en-gb.html?label=in-new-delhi-e8W1ee8F8u0VtKbPZDZV*wS553191848784%3Apl%3Ata%3Ap11020%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-186693036%3Alp9215535%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&aid=306395&ucfs=1&arphpl=1&checkin=2025-07-01&checkout=2025-07-07&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=3&hapos=3&sr_order=popularity&srpvid=782a2acf217c003a&srepoch=1749623633&all_sr_blocks=1176032101_390140902_0_0_0_497979&highlighted_blocks=1176032101_390140902_0_0_0_497979&matching_block_id=1176032101_390140902_0_0_0_497979&sr_pri_blocks=1176032101_390140902_0_0_0_497979_8804250&from=searchresults,"{""Staff"": ""10"", ""Facilities"": ""10"", ""Cleanliness"": ""10"", ""Comfort"": ""10"", ""Value_for_money"": ""10"", ""Location"": ""10""}","[""Free WiFi"", ""Free parking"", ""Air conditioning""]",14:00,10:00
https://www.booking.com/hotel/in/hindustan-international-dx-new-delhi.en-gb.html?label=in-new-delhi-e8W1ee8F8u0VtKbPZDZV*wS553191848784%3Apl%3Ata%3Ap11020%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-186693036%3Alp9215535%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&aid=306395&ucfs=1&arphpl=1&checkin=2025-07-01&checkout=2025-07-07&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=4&hapos=4&sr_order=popularity&srpvid=782a2acf217c003a&srepoch=1749623633&all_sr_blocks=310940914_353533486_2_42_0_576886&highlighted_blocks=310940914_353533486_2_42_0_576886&matching_block_id=310940914_353533486_2_42_0_576886&sr_pri_blocks=310940914_353533486_2_42_0_576886_1699170&nad_id=41f88869-9a8a-4941-a24e-ce4b66222c64_1&nad_cpc=0.5&nad_track=eyJhdWN0aW9uRXBvY2giOjE3NDk2MjE5MjAwNTAsInJhbmsiOjIsImtvZGRpVHJhY2tpbmdJbmZvIjoiZ0lKdXlqejlzUWQ0RkNhMWg0R0xyeTlFSjFucjkwWVpSRnVHakVjcE1CdVozazFlRlBTaXVZeE1TVW5TRWpHZXcvMlc2T0htL3NQdGRnQy9ZQmxWUEhjTytaZEF6cWl2MkRpb2VWUE4wSk0wZlNuZndmMk1oVk1RZEw2UjFrUEQ2U1V6cDJLbFF6SGcxZ2h3d0hjS0hIUTk0ZUJEZW9vbjZNVzV4VjFxYmN4SzVtMWsvTXcvcHVLNFhVYVNnVTdTKzRTN21qRzZNVTBmM0hnZFREYzI1bktDSjZ1MThLZjZiOWQ0elFuUXdTR3VNMlRxeFVvNTFML2lSNlhwRm5CbXVUZzhDR01Xc1hENE02WXA1ZUFadEUvR3h0OFNHQVlWRkZ6WWhVVDgvR2ZOek9hanpUUkx5V2wyMWt6bnpRVmlOWjQ0dHd0WUtaVFVrOURGckVFMlZnU2V0YkgyRksybDV3OEx1QTZyWHc5RE52STRGNUlTanpZSHVsZkExUFgzeDYyd3FqaWxwazZyeTFwSzY0UjJLWUU1cHpFZGl3cU1xQkd2VStDL2NIOG5IV0dHZVhHazR4R3JjTEdUK3JjVU9xVkNEbE5FUnRqcytjT0ZuOWF4QjN1S25vcXRQMHlxR2pTdzBoYnRCS3VCWDdXOERhd01XWnBjalgxQklYRVgvZ0NNRGNpVUhxVTJWOHNQZ0c1K25IT0pvNXFHOWxJTUF0UzNOblplaEZ0bmFaeHg1RXVEck5JN1JVVC9zUTRsTGYycEd0N0hsY1RaZFBrNTlwRHBMd0xmQ0d2M21HcUZzSGNHZ2dQRGYzbnZGb1BPaTBpQ3llcFRUSkRDZ1MwZFJiR1Jlb0tLcG90bXVrOHR1L3hkalExVy9peVlpNEduM1FOd3VrRVdtaDM5QnRRWW1KcGVtbWEyMlh5TVlYSkpJMUdHaXQzY0paWWFwNm5FeWJ4MUU2eEFHclMzQUZWY01WbEJ4eStGelF6Qzd2WGlpYnZaVW5JTUNtcTBNeFRZcFNnL1VOT096RWtzZjRHeFpkUVFhOVpqSFJNMWF2Z2h4NUlNMzdEdFpDcmt6TTh4TWF2VDRrdXdJbWE0elJzSlNLSTkzQTQ2cGJZZkVlNFN1cXpiRzEvWU14aktiMnBiVE1LY3BLZDZSbFBGb0RRZ0lWcFM3OUtrYmhUWkZjN2twTGtmbjhDT1ViMmF2SWtITWxVWUFKdjQ2NnF6ak9tVGFxclByUHRTRjRPWVh1eW9lcmprWUE0ZWlrMTVLNm1DVGFGVmVDOVdBTEVSNk5yUEJkcTNjMGxnRmp5Q3lBYVBabXllODEvbkhPVDlhelBSbDA4V2RVNzBmRk51UGJRQ3RCZldrbTdwdkhIT3VuSTB5c2g4S0JlT09ZaFpIc3JqZmoySko2eW9uK2M5TEsrdmE2TFRvcCtybjN6dHg1YTlzT0c3ZHowbURxcjZNLzE0TFZ1N1RkakpwK3lhYUdOcHNBL3NvUktzUytlQ0dNLzh6QjdRUDM3UitxTXo4cFErZVBuUGZmckszTHNXK2lRY0xaL3F6M0grWXI4aWQydjFmZzFoVFZSalluRktwL2UzTmt2UWgwVnppdU9GNXQ3cmYrUmREQmdZcXE2SmxCS2gydHEyVEZ5WTJDeWRBVGplNHhuNS82TWl4WWQrR3FuREozMWlkUGkrd0hTandrbGk2UTUxeWdUUmNHNnpBT080RjhCdzlrb0hjNVp0L1IySEh2ZmFlbVdLbDJwYTJOSjJLTFVERW5wTEhhaWc0d1RyMU0wRDFITC9OTVVKUzZDenh6eVNrc3pQU3lCcWhZN3YrVEM5TW9PTTBNbnlYNTFSTVpoVmRoc0Z6ZU91Z0RzK3U4ZDFWS0hLWHJ4amlrTDkrQmtjVlRmb2NsSVRvMzBtdG0xeFNyQllCSUI1a0hDOUwxQm40LzBRd3V4eWswNnRtaUd2WXZUVlU1YURXcGpmdjViNlN2WkJiWTdmbXVwUFU0ZE95TnlnN0piQ2N2dy9vdWE1blNpZVdoNnVvY3dOUkVVN1hzOU52OHZTUlZCeGMwaW9IN3NuQitwQ29CL25QQmVDTWI4aHdBUW5tZGlGY1BZMWg5c0VhTEI1Ykt4MEwxNjF3Z1lBdlZXSGtiMitDUGpzaDJadlhJdWJVNTNJd1R3T2JMR1FCYk8zZjhVVUc0TXlkOENPRUU3Vy9HQndIL2c3TENSb01Ram9NS0JFYWhtK29reGhoNndMMTJpQTZNZGxZeUlRYnNxOU84OUlQM3Q2NGVtamk3TlVTVFpNaWI0VWJweGl1b3E2MjdGTEZsQmFhNVF5RE81WlAwU1EyZmhVSjM3a3E0SXBKZzRzTWhoalI5OXMwTVNmdzYvYm1XTFZJa05FSEVJN1p1NXp4V2JsbzFSQUdoWjRuUnVyVWhKU1pRcUtaa2lVb0MvY2U5OEhZT2MwQytuUmNUcklwOVRjVnNCQVROMDd6WmQ1S09lZjFaMkFBNEtMVEorajJ2eTR6cGFLKzVjNEZ0SUVnOXJiTERtcWZkRkRqSXZFZDFoSmpQSDZzRmFNdDIxcDBNVkRGVmRpK2JucEtuUFQrUWJJVmRRTXhlN0R6NEFIT3BmU2phaWJ4R1lCL0dYMU9qUzhWOVdnQVl4eTF1S2gwYjFralR3dmhnTFplRnhlZno2T3pxT01zQ29Qenhia2hveUgxNkhRK1ZlYVZjN2RzdTA0YXBVK2E4MTJkZmw2c2ZxeTlmUVhMQ04yYWNNa2FwVCtha1N4YitTU0RhZTd0VWsybkdSMHRQZ0lhSFNKUWdRa3FjeFFaUFdjSWpYNFdxWXR1UVViZW96a09yd0NCVFdOTE1lTGlCaFVjOUF1RHN5ZGxxNFJPMVQ2MVI3Y2F1bVR6VmxTa2RsRVY3RFZ0SWJyb2pMb1lpRXkrMlcrOEM5MlhxWStxUHRueWROMkJxdjlPSWFHRm1rQlF1ei91Zi9KNmx6N0ZhUmNQVUF1V05HUTVVZ1A2b2t0bkZwTWRtdHpxN0ZEMEpaRjRkdnF0bFJsMmVWU3JlZ3lsQTBUQUxBbWVFcFRyMjIzR3VtUzgvSmY4VTlrZUszQUh1dzlKZFRwaXBPa2xnNVZVRzdTWkxFM1FYK2w3OXVmUVhsYm9hc1BiMXorUkg1K3FSb0l6Q2twZXh0aWhUSGRrQ2Zvbzh4K3Job05sTi9tcFBrUkhVb3orOWkvMXRJb3g2a0tQU1BRUlJweGRmTWM4Vjh0TnNRNjZVQXkrM2lEMGlHUXFaK3VYckUwc0dSTnI2eUJydkYxSVkyNnFGKy93cXdiR3hRcGc1bWhweHo3Z1NjN2Fwc3JrNyt0RUM2endid01XNzA4ZWRwNWtIcjVRUmVIUXl3SjRCTHB3dlJNMDFXazN6RnNBRUc5Kyt5cjBkTWpjd0hxT3hTZmo0K2lURzFPc3FDM01JRFRWdjVzMUlBdFBCMD0ifQ%3D%3D&from=searchresults,"{""Staff"": ""8.8"", ""Facilities"": ""8.1"", ""Cleanliness"": ""8.2"", ""Comfort"": ""8.2"", ""Value_for_money"": ""8.4"", ""Location"": ""8.3"", ""Free_WiFi"": ""7.3""}","[""Free WiFi"", ""Airport shuttle"", ""Family rooms"", ""2 restaurants"", ""Non-smoking rooms"", ""Room service"", ""24-hour front desk"", ""Terrace"", ""Laundry"", ""Breakfast""]",11:00,
https://www.booking.com/hotel/in/alaya-stays-3-bhk-pet-friendly-with-pvt-pool-daffodil.en-gb.html?label=in-new-delhi-e8W1ee8F8u0VtKbPZDZV*wS553191848784%3Apl%3Ata%3Ap11020%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-186693036%3Alp9215535%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&aid=306395&ucfs=1&arphpl=1&checkin=2025-07-01&checkout=2025-07-07&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=5&hapos=5&sr_order=popularity&srpvid=782a2acf217c003a&srepoch=1749623633&all_sr_blocks=1269415501_413217042_6_0_0&highlighted_blocks=1269415501_413217042_6_0_0&matching_block_id=1269415501_413217042_6_0_0&sr_pri_blocks=1269415501_413217042_6_0_0__19884696&from=searchresults,"{""Staff"": ""10"", ""Facilities"": ""9.2"", ""Cleanliness"": ""10"", ""Comfort"": ""10"", ""Value_for_money"": ""10"", ""Location"": ""9.2""}","[""Outdoor swimming pool"", ""Free WiFi"", ""Airport shuttle"", ""Family rooms"", ""Free parking"", ""Non-smoking rooms"", ""Terrace"", ""Garden"", ""Daily housekeeping"", ""Air conditioning""]",14:00,11:00
https://www.booking.com/hotel/in/house-of-solace-at-saket-2bhk-big-terrace.en-gb.html?label=in-new-delhi-e8W1ee8F8u0VtKbPZDZV*wS553191848784%3Apl%3Ata%3Ap11020%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-186693036%3Alp9215535%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&aid=306395&ucfs=1&arphpl=1&checkin=2025-07-01&checkout=2025-07-07&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=6&hapos=6&sr_order=popularity&srpvid=782a2acf217c003a&srepoch=1749623633&all_sr_blocks=1353178901_407645670_4_0_0&highlighted_blocks=1353178901_407645670_4_0_0&matching_block_id=1353178901_407645670_4_0_0&sr_pri_blocks=1353178901_407645670_4_0_0__2970000&from=searchresults,{},"[""Free WiFi"", ""Free parking"", ""Terrace"", ""Air conditioning""]",14:00,11:00
https://www.booking.com/hotel/in/premium-luxurious-2bhk-w-huge-livingroom-14.en-gb.html?label=in-new-delhi-e8W1ee8F8u0VtKbPZDZV*wS553191848784%3Apl%3Ata%3Ap11020%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-186693036%3Alp9215535%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&aid=306395&ucfs=1&arphpl=1&checkin=2025-07-01&checkout=2025-07-07&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=7&hapos=7&sr_order=popularity&srpvid=782a2acf217c003a&srepoch=1749623633&all_sr_blocks=1091044101_405160260_0_0_0&highlighted_blocks=1091044101_405160260_0_0_0&matching_block_id=1091044101_405160260_0_0_0&sr_pri_blocks=1091044101_405160260_0_0_0__3743000&from=searchresults,"{""Staff"": ""7.5"", ""Facilities"": ""7.5"", ""Cleanliness"": ""7.5"", ""Comfort"": ""10"", ""Value_for_money"": ""10"", ""Location"": ""10""}","[""Free WiFi"", ""Family rooms"", ""Free parking"", ""Terrace"", ""Daily housekeeping"", ""Air conditioning""]",22:00,11:00
https://www.booking.com/hotel/in/bluo-2bhk-vasant-vihar-private-terrace-lift.en-gb.html?label=in-new-delhi-e8W1ee8F8u0VtKbPZDZV*wS553191848784%3Apl%3Ata%3Ap11020%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-186693036%3Alp9215535%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&aid=306395&ucfs=1&arphpl=1&checkin=2025-07-01&checkout=2025-07-07&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=8&hapos=8&sr_order=popularity&srpvid=782a2acf217c003a&srepoch=1749623633&all_sr_blocks=1159724001_388685060_4_0_0&highlighted_blocks=1159724001_388685060_4_0_0&matching_block_id=1159724001_388685060_4_0_0&sr_pri_blocks=1159724001_388685060_4_0_0__6824250&from=searchresults,"{""Staff"": ""9.2"", ""Facilities"": ""9.2"", ""Cleanliness"": ""9.2"", ""Comfort"": ""9.2"", ""Value_for_money"": ""9.2"", ""Location"": ""10"", ""Free_WiFi"": ""10""}","[""Free WiFi"", ""Free parking"", ""Terrace"", ""Air conditioning""]",14:00,10:00
https://www.booking.com/hotel/in/bluo-cozy-2bhk-city-centre.en-gb.html?label=in-new-delhi-e8W1ee8F8u0VtKbPZDZV*wS553191848784%3Apl%3Ata%3Ap11020%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-186693036%3Alp9215535%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&aid=306395&ucfs=1&arphpl=1&checkin=2025-07-01&checkout=2025-07-07&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=9&hapos=9&sr_order=popularity&srpvid=782a2acf217c003a&srepoch=1749623633&all_sr_blocks=711400501_335745532_0_0_0_1084982&highlighted_blocks=711400501_335745532_0_0_0_1084982&matching_block_id=711400501_335745532_0_0_0_1084982&sr_pri_blocks=711400501_335745532_0_0_0_1084982_6300000&from=searchresults,{},"[""Free WiFi"", ""Family rooms"", ""Non-smoking rooms"", ""Laundry"", ""Daily housekeeping"", ""Air conditioning""]",14:00,10:00
https://www.booking.com/hotel/in/star-recedency.en-gb.html?label=in-new-delhi-e8W1ee8F8u0VtKbPZDZV*wS553191848784%3Apl%3Ata%3Ap11020%3Ap2%3Aac%3Aap%3Aneg%3Afi%3Atikwd-186693036%3Alp9215535%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YZVcNNsENnH02-pWD53qm9c&aid=306395&ucfs=1&arphpl=1&checkin=2025-07-01&checkout=2025-07-07&dest_id=-2106102&dest_type=city&group_adults=2&req_adults=2&no_rooms=1&group_children=1&req_children=1&age=0&req_age=0&hpos=10&hapos=10&sr_order=popularity&srpvid=782a2acf217c003a&srepoch=1749623633&all_sr_blocks=1408424001_412617655_3_0_0&highlighted_blocks=1408424001_412617655_3_0_0&matching_block_id=1408424001_412617655_3_0_0&sr_pri_blocks=1408424001_412617655_3_0_0__1500000&from=searchresults,{},[],18:00,
